no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,full_date
2,0,1,1,Meal Plan 1,1,Room_Type 1,15,2018,8,13,Corporate,0,0,0,84.0,1,13.08.2018
3,0,2,3,Meal Plan 2,0,Room_Type 1,28,2018,8,13,Offline,0,0,0,194.8,0,13.08.2018
2,2,0,1,Meal Plan 1,0,Room_Type 6,32,2018,8,13,Online,0,0,0,216.9,1,13.08.2018
2,1,2,2,Meal Plan 1,0,Room_Type 5,33,2018,8,13,Offline,0,0,0,150.57,0,13.08.2018
2,1,2,1,Meal Plan 1,0,Room_Type 1,34,2018,8,13,Online,0,0,0,152.1,0,13.08.2018
2,0,2,3,Meal Plan 2,0,Room_Type 1,39,2018,8,13,Online,0,0,0,170.1,2,13.08.2018
2,1,2,3,Meal Plan 2,0,Room_Type 1,39,2018,8,13,Online,0,0,0,203.85,2,13.08.2018
2,2,0,1,Meal Plan 1,0,Room_Type 7,39,2018,8,13,Online,0,0,0,223.76,1,13.08.2018
2,0,1,1,Meal Plan 1,0,Room_Type 4,40,2018,8,13,Online,0,0,0,149.4,1,13.08.2018
2,0,1,1,Meal Plan 1,0,Room_Type 7,40,2018,8,13,Online,0,0,0,205.38,1,13.08.2018
2,0,2,2,Meal Plan 1,0,Room_Type 4,40,2018,8,13,Online,0,0,0,149.4,2,13.08.2018
3,0,2,1,Meal Plan 1,0,Room_Type 4,41,2018,8,13,Online,0,0,0,168.3,2,13.08.2018
2,2,2,1,Meal Plan 1,0,Room_Type 6,56,2018,8,13,Online,0,0,0,207.9,1,13.08.2018
2,2,2,1,Meal Plan 1,1,Room_Type 6,56,2018,8,13,Online,0,0,0,216.9,1,13.08.2018
2,0,2,1,Meal Plan 1,0,Room_Type 1,60,2018,8,13,Online,0,0,0,135.9,1,13.08.2018
2,0,2,1,Meal Plan 1,0,Room_Type 4,62,2018,8,13,Online,0,0,0,149.4,0,13.08.2018
2,0,0,1,Not Selected,0,Room_Type 1,67,2018,8,13,Online,0,0,0,125.1,1,13.08.2018
2,0,2,2,Not Selected,0,Room_Type 1,69,2018,8,13,Online,0,0,0,125.1,1,13.08.2018
3,0,2,1,Meal Plan 1,0,Room_Type 4,75,2018,8,13,Online,0,0,0,168.3,0,13.08.2018
2,2,0,1,Meal Plan 1,0,Room_Type 6,76,2018,8,13,Online,0,0,0,207.9,0,13.08.2018
2,2,0,1,Meal Plan 1,0,Room_Type 6,76,2018,8,13,Online,0,0,0,207.9,0,13.08.2018
1,0,2,1,Meal Plan 1,0,Room_Type 1,79,2018,8,13,Online,0,0,0,112.5,1,13.08.2018
2,1,2,3,Meal Plan 1,1,Room_Type 1,81,2018,8,13,Online,0,0,0,143.1,1,13.08.2018
2,0,2,3,Meal Plan 1,0,Room_Type 1,81,2018,8,13,Online,0,0,0,117.9,1,13.08.2018
2,0,1,1,Not Selected,0,Room_Type 1,82,2018,8,13,Online,0,0,0,107.1,1,13.08.2018
2,0,2,2,Meal Plan 1,0,Room_Type 1,85,2018,8,13,Online,0,0,0,126.9,1,13.08.2018
0,2,0,1,Meal Plan 1,0,Room_Type 2,93,2018,8,13,Online,0,0,0,109.83,1,13.08.2018
2,0,0,1,Meal Plan 1,0,Room_Type 2,93,2018,8,13,Online,0,0,0,109.83,1,13.08.2018
1,0,0,1,Meal Plan 1,0,Room_Type 1,93,2018,8,13,Online,0,0,0,112.5,1,13.08.2018
2,0,2,3,Meal Plan 1,0,Room_Type 4,102,2018,8,13,Offline,0,0,0,82.45,0,13.08.2018
2,1,2,3,Meal Plan 1,0,Room_Type 1,103,2018,8,13,Online,0,0,0,134.1,0,13.08.2018
3,0,2,5,Meal Plan 1,0,Room_Type 4,111,2018,8,13,Online,0,0,0,159.3,1,13.08.2018
2,1,1,1,Meal Plan 1,0,Room_Type 4,111,2018,8,13,Offline,0,0,0,99.28,0,13.08.2018
2,0,2,3,Meal Plan 1,0,Room_Type 1,118,2018,8,13,Online,0,0,0,114.3,1,13.08.2018
2,0,2,2,Meal Plan 1,0,Room_Type 1,119,2018,8,13,Online,0,0,0,114.3,1,13.08.2018
2,0,2,2,Meal Plan 1,0,Room_Type 1,119,2018,8,13,Online,0,0,0,88.73,1,13.08.2018
2,0,2,6,Meal Plan 1,0,Room_Type 1,119,2018,8,13,Offline,0,0,0,72.25,0,13.08.2018
3,0,2,2,Meal Plan 1,1,Room_Type 4,123,2018,8,13,Online,0,0,0,155.7,1,13.08.2018
2,0,0,1,Meal Plan 1,0,Room_Type 1,123,2018,8,13,Online,0,0,0,123.3,0,13.08.2018
2,1,0,1,Meal Plan 1,0,Room_Type 1,135,2018,8,13,Online,0,0,0,130.5,1,13.08.2018
2,1,0,1,Meal Plan 1,0,Room_Type 1,135,2018,8,13,Online,0,0,0,130.5,1,13.08.2018
2,0,2,1,Meal Plan 1,0,Room_Type 1,136,2018,8,13,Online,0,0,0,88.01,1,13.08.2018
3,0,2,4,Meal Plan 1,0,Room_Type 4,137,2018,8,13,Online,0,0,0,145.2,1,13.08.2018
2,0,2,4,Meal Plan 1,0,Room_Type 4,138,2018,8,13,Online,0,0,0,145.2,1,13.08.2018
2,0,2,2,Meal Plan 1,0,Room_Type 1,139,2018,8,13,Online,0,0,0,114.3,0,13.08.2018
2,0,1,1,Meal Plan 1,0,Room_Type 1,143,2018,8,13,Online,0,0,0,114.3,0,13.08.2018
2,0,0,1,Not Selected,0,Room_Type 1,143,2018,8,13,Online,0,0,0,103.5,1,13.08.2018
2,0,1,1,Meal Plan 1,0,Room_Type 1,143,2018,8,13,Online,0,0,0,114.3,0,13.08.2018
2,1,2,5,Meal Plan 1,0,Room_Type 1,147,2018,8,13,Online,0,0,0,122.04,0,13.08.2018
2,0,1,1,Not Selected,0,Room_Type 1,151,2018,8,13,Online,0,0,0,103.5,0,13.08.2018
2,0,1,1,Not Selected,0,Room_Type 1,151,2018,8,13,Online,0,0,0,103.5,0,13.08.2018
3,0,2,1,Meal Plan 1,0,Room_Type 4,152,2018,8,13,Online,0,0,0,146.7,1,13.08.2018
2,1,2,5,Meal Plan 2,0,Room_Type 1,156,2018,8,13,Online,0,0,0,171.96,2,13.08.2018
2,0,0,1,Meal Plan 1,0,Room_Type 1,157,2018,8,13,Online,0,0,0,114.3,0,13.08.2018
2,0,1,1,Meal Plan 1,0,Room_Type 1,158,2018,8,13,Online,0,0,0,114.3,0,13.08.2018
2,0,2,3,Meal Plan 1,0,Room_Type 1,164,2018,8,13,Online,0,0,0,107.95,0,13.08.2018
3,0,2,5,Meal Plan 1,0,Room_Type 1,165,2018,8,13,Online,0,0,0,137.34,0,13.08.2018
3,0,0,1,Meal Plan 1,0,Room_Type 1,168,2018,8,13,Online,0,0,0,146.7,1,13.08.2018
2,1,2,2,Meal Plan 1,0,Room_Type 1,173,2018,8,13,Online,0,0,0,114.75,1,13.08.2018
2,0,2,1,Not Selected,0,Room_Type 1,173,2018,8,13,Online,0,0,0,94.5,1,13.08.2018
2,0,2,1,Not Selected,0,Room_Type 1,173,2018,8,13,Online,0,0,0,94.5,1,13.08.2018
2,0,2,2,Meal Plan 1,0,Room_Type 1,174,2018,8,13,Online,0,0,0,99.45,1,13.08.2018
2,0,1,1,Meal Plan 1,0,Room_Type 1,174,2018,8,13,Online,0,0,0,105.3,0,13.08.2018
2,0,1,1,Not Selected,0,Room_Type 1,184,2018,8,13,Online,0,0,0,94.5,0,13.08.2018
2,0,0,1,Not Selected,0,Room_Type 1,184,2018,8,13,Online,0,0,0,103.5,1,13.08.2018
2,0,2,5,Not Selected,0,Room_Type 1,185,2018,8,13,Online,0,0,0,89.25,0,13.08.2018
2,0,2,5,Not Selected,0,Room_Type 1,185,2018,8,13,Online,0,0,0,89.25,0,13.08.2018
2,0,1,1,Meal Plan 1,0,Room_Type 1,188,2018,8,13,Online,0,0,0,105.3,0,13.08.2018
2,0,1,1,Meal Plan 1,0,Room_Type 1,188,2018,8,13,Online,0,0,0,105.3,0,13.08.2018
2,0,1,1,Meal Plan 1,0,Room_Type 1,188,2018,8,13,Online,0,0,0,105.3,0,13.08.2018
2,0,1,1,Meal Plan 1,0,Room_Type 1,188,2018,8,13,Online,0,0,0,105.3,0,13.08.2018
2,0,1,1,Meal Plan 1,0,Room_Type 1,188,2018,8,13,Online,0,0,0,105.3,0,13.08.2018
2,0,1,1,Meal Plan 1,0,Room_Type 1,188,2018,8,13,Online,0,0,0,105.3,0,13.08.2018
2,0,1,1,Meal Plan 1,0,Room_Type 1,188,2018,8,13,Online,0,0,0,105.3,0,13.08.2018
2,0,1,1,Meal Plan 1,0,Room_Type 1,188,2018,8,13,Online,0,0,0,105.3,0,13.08.2018
2,0,1,1,Meal Plan 1,0,Room_Type 1,188,2018,8,13,Online,0,0,0,105.3,0,13.08.2018
3,0,2,1,Meal Plan 1,0,Room_Type 1,195,2018,8,13,Online,0,0,0,106.03,1,13.08.2018
2,1,0,1,Meal Plan 1,0,Room_Type 1,195,2018,8,13,Online,0,0,0,121.5,1,13.08.2018
2,0,2,2,Meal Plan 1,0,Room_Type 4,6,2018,8,14,Online,0,0,0,170.0,2,14.08.2018
1,0,1,0,Meal Plan 1,0,Room_Type 1,6,2018,8,14,Online,0,0,0,164.0,1,14.08.2018
2,0,2,1,Meal Plan 1,1,Room_Type 1,9,2018,8,14,Online,0,0,0,125.27,1,14.08.2018
2,0,2,1,Not Selected,0,Room_Type 1,9,2018,8,14,Online,0,0,0,148.0,2,14.08.2018
2,0,2,1,Meal Plan 1,0,Room_Type 1,9,2018,8,14,Online,0,0,0,116.27,1,14.08.2018
2,0,2,0,Not Selected,0,Room_Type 1,9,2018,8,14,Online,0,0,0,153.0,2,14.08.2018
2,0,2,0,Meal Plan 1,0,Room_Type 1,10,2018,8,14,Online,0,0,0,157.0,1,14.08.2018
2,0,2,2,Not Selected,0,Room_Type 1,12,2018,8,14,Online,0,0,0,131.5,3,14.08.2018
2,0,2,3,Meal Plan 1,0,Room_Type 4,14,2018,8,14,Online,0,0,0,166.0,1,14.08.2018
2,0,1,0,Meal Plan 1,0,Room_Type 4,15,2018,8,14,Online,0,0,0,175.0,1,14.08.2018
2,0,2,1,Meal Plan 1,0,Room_Type 4,18,2018,8,14,Offline,0,0,0,132.8,0,14.08.2018
3,0,2,1,Meal Plan 1,0,Room_Type 4,19,2018,8,14,Online,0,0,0,191.0,1,14.08.2018
3,0,2,1,Meal Plan 1,0,Room_Type 4,19,2018,8,14,Online,0,0,0,191.0,0,14.08.2018
2,0,2,2,Not Selected,0,Room_Type 1,28,2018,8,14,Online,0,0,0,132.05,0,14.08.2018
2,1,1,0,Meal Plan 1,0,Room_Type 4,32,2018,8,14,Online,0,0,0,136.52,1,14.08.2018
2,0,2,0,Meal Plan 1,0,Room_Type 1,36,2018,8,14,Online,0,0,0,135.9,1,14.08.2018
2,0,2,0,Meal Plan 1,0,Room_Type 1,36,2018,8,14,Online,0,0,0,135.9,1,14.08.2018
3,0,2,1,Meal Plan 1,0,Room_Type 4,38,2018,8,14,Online,0,0,0,151.47,0,14.08.2018
3,0,2,0,Meal Plan 1,0,Room_Type 4,40,2018,8,14,Online,0,0,0,177.3,3,14.08.2018
2,0,2,2,Meal Plan 1,0,Room_Type 1,42,2018,8,14,Online,0,0,0,144.9,1,14.08.2018
2,1,2,2,Meal Plan 1,0,Room_Type 1,42,2018,8,14,Online,0,0,0,152.1,1,14.08.2018
3,0,2,2,Meal Plan 1,0,Room_Type 4,44,2018,8,14,Online,0,0,0,168.3,2,14.08.2018
2,0,2,1,Meal Plan 1,0,Room_Type 1,46,2018,8,14,Online,0,0,0,135.9,2,14.08.2018
2,0,2,2,Meal Plan 2,0,Room_Type 1,47,2018,8,14,Online,0,0,0,170.1,1,14.08.2018
2,0,2,2,Meal Plan 1,0,Room_Type 1,63,2018,8,14,Online,0,0,0,135.9,2,14.08.2018
2,0,2,4,Meal Plan 1,0,Room_Type 1,64,2018,8,14,Online,0,0,0,135.9,1,14.08.2018
2,2,2,1,Meal Plan 1,0,Room_Type 6,66,2018,8,14,Online,0,0,0,207.9,0,14.08.2018
3,0,2,1,Meal Plan 1,0,Room_Type 4,71,2018,8,14,Online,0,0,0,168.3,0,14.08.2018
2,0,2,0,Meal Plan 1,0,Room_Type 1,75,2018,8,14,Online,0,0,0,135.9,0,14.08.2018
2,0,2,2,Meal Plan 1,0,Room_Type 1,81,2018,8,14,Online,0,0,0,117.9,3,14.08.2018
2,0,2,2,Not Selected,0,Room_Type 1,82,2018,8,14,Online,0,0,0,107.1,1,14.08.2018
2,0,2,2,Meal Plan 1,0,Room_Type 1,82,2018,8,14,Online,0,0,0,112.1,1,14.08.2018
2,2,2,0,Meal Plan 1,0,Room_Type 6,84,2018,8,14,Online,0,0,0,189.9,1,14.08.2018
2,1,2,2,Meal Plan 1,0,Room_Type 1,84,2018,8,14,Online,0,0,0,134.1,0,14.08.2018
2,1,1,0,Meal Plan 1,0,Room_Type 1,86,2018,8,14,Online,0,0,0,134.1,0,14.08.2018
2,1,2,2,Meal Plan 1,0,Room_Type 1,87,2018,8,14,Online,0,0,0,134.1,0,14.08.2018
2,0,2,1,Meal Plan 1,0,Room_Type 1,87,2018,8,14,Online,0,0,0,117.9,1,14.08.2018
2,1,1,0,Meal Plan 1,0,Room_Type 1,91,2018,8,14,Online,0,0,0,120.69,1,14.08.2018
2,0,2,2,Meal Plan 2,0,Room_Type 1,94,2018,8,14,Online,0,0,0,152.1,0,14.08.2018
2,0,2,2,Meal Plan 1,0,Room_Type 1,96,2018,8,14,Online,0,0,0,120.15,1,14.08.2018
2,0,2,2,Not Selected,0,Room_Type 1,98,2018,8,14,Online,0,0,0,78.35,1,14.08.2018
2,0,2,2,Not Selected,0,Room_Type 1,98,2018,8,14,Online,0,0,0,78.35,1,14.08.2018
2,1,2,1,Meal Plan 1,0,Room_Type 4,98,2018,8,14,Online,0,0,0,102.56,2,14.08.2018
2,0,2,1,Not Selected,0,Room_Type 1,110,2018,8,14,Offline,0,0,0,63.75,0,14.08.2018
3,0,2,4,Meal Plan 1,0,Room_Type 4,111,2018,8,14,Online,0,0,0,150.3,0,14.08.2018
2,2,2,0,Meal Plan 1,1,Room_Type 6,112,2018,8,14,Online,0,0,0,198.9,1,14.08.2018
3,0,2,5,Meal Plan 1,0,Room_Type 4,115,2018,8,14,Online,0,0,0,144.13,3,14.08.2018
2,1,2,1,Meal Plan 1,0,Room_Type 1,118,2018,8,14,Online,0,0,0,139.5,1,14.08.2018
2,1,1,0,Meal Plan 1,1,Room_Type 1,127,2018,8,14,Online,0,0,0,139.5,0,14.08.2018
2,0,2,2,Meal Plan 1,0,Room_Type 1,143,2018,8,14,Online,0,0,0,114.3,1,14.08.2018
2,0,1,0,Not Selected,0,Room_Type 1,146,2018,8,14,Online,0,0,0,103.5,1,14.08.2018
2,0,2,1,Meal Plan 1,1,Room_Type 1,147,2018,8,14,Online,0,0,0,123.3,1,14.08.2018
2,0,2,5,Meal Plan 1,0,Room_Type 1,155,2018,8,14,Online,0,0,0,105.52,3,14.08.2018
2,0,2,3,Meal Plan 1,1,Room_Type 1,156,2018,8,14,Online,0,0,0,115.25,1,14.08.2018
2,0,2,3,Meal Plan 1,0,Room_Type 1,156,2018,8,14,Online,0,0,0,106.25,1,14.08.2018
2,0,2,3,Meal Plan 1,1,Room_Type 1,156,2018,8,14,Online,0,0,0,115.25,1,14.08.2018
2,0,2,3,Meal Plan 1,0,Room_Type 1,156,2018,8,14,Online,0,0,0,106.25,1,14.08.2018
2,0,2,4,Meal Plan 2,0,Room_Type 1,158,2018,8,14,Online,0,0,0,138.83,0,14.08.2018
3,0,2,3,Meal Plan 1,1,Room_Type 4,161,2018,8,14,Online,0,0,0,145.85,2,14.08.2018
3,0,2,3,Meal Plan 1,1,Room_Type 4,161,2018,8,14,Online,0,0,0,145.85,2,14.08.2018
2,1,2,5,Meal Plan 1,0,Room_Type 1,162,2018,8,14,Online,0,0,0,120.82,1,14.08.2018
3,0,2,1,Meal Plan 1,0,Room_Type 1,162,2018,8,14,Online,0,0,0,146.7,0,14.08.2018
2,0,2,4,Meal Plan 1,0,Room_Type 1,164,2018,8,14,Online,0,0,0,106.53,0,14.08.2018
2,1,2,3,Meal Plan 1,1,Room_Type 1,169,2018,8,14,Online,0,0,0,134.52,2,14.08.2018
3,0,2,5,Meal Plan 1,0,Room_Type 4,176,2018,8,14,Online,0,0,0,131.26,0,14.08.2018
3,0,2,5,Meal Plan 1,0,Room_Type 1,180,2018,8,14,Online,0,0,0,95.13,2,14.08.2018
2,0,2,1,Meal Plan 1,0,Room_Type 1,186,2018,8,14,Offline,0,0,0,112.0,0,14.08.2018
2,0,2,2,Meal Plan 2,1,Room_Type 4,191,2018,8,14,Online,0,0,0,153.5,1,14.08.2018
3,0,2,2,Meal Plan 1,0,Room_Type 4,194,2018,8,14,Online,0,0,0,130.05,2,14.08.2018
3,0,2,5,Meal Plan 1,0,Room_Type 4,199,2018,8,14,Online,0,0,0,127.62,2,14.08.2018
2,0,2,1,Meal Plan 1,0,Room_Type 4,199,2018,8,14,Online,0,0,0,115.8,1,14.08.2018
2,0,2,5,Meal Plan 1,0,Room_Type 1,215,2018,8,14,Online,0,0,0,92.16,1,14.08.2018
2,0,2,2,Meal Plan 1,0,Room_Type 4,220,2018,8,14,Online,0,0,0,108.45,0,14.08.2018
2,0,4,5,Meal Plan 1,0,Room_Type 1,221,2018,8,14,Online,0,0,0,90.95,1,14.08.2018
2,0,4,5,Meal Plan 1,0,Room_Type 1,221,2018,8,14,Online,0,0,0,90.95,1,14.08.2018
2,2,4,10,Meal Plan 1,0,Room_Type 6,222,2018,8,14,Online,0,0,0,158.95,0,14.08.2018
2,0,2,5,Meal Plan 1,0,Room_Type 1,248,2018,8,14,Online,0,0,0,90.95,1,14.08.2018
0,2,2,3,Meal Plan 1,0,Room_Type 2,251,2018,8,14,Online,0,0,0,81.5,1,14.08.2018
2,2,2,3,Meal Plan 1,0,Room_Type 2,252,2018,8,14,Online,0,0,0,163.63,1,14.08.2018
2,0,2,1,Meal Plan 1,0,Room_Type 1,306,2018,8,14,Online,0,0,0,95.4,3,14.08.2018
2,0,2,1,Meal Plan 1,0,Room_Type 1,306,2018,8,14,Online,0,0,0,104.4,3,14.08.2018
2,1,2,3,Meal Plan 1,0,Room_Type 6,307,2018,8,14,Online,0,0,0,158.4,1,14.08.2018
2,0,1,0,Meal Plan 1,0,Room_Type 1,0,2018,8,15,Online,0,0,0,216.0,0,15.08.2018
2,0,1,2,Not Selected,0,Room_Type 1,2,2018,8,15,Online,0,0,0,169.33,0,15.08.2018
3,0,1,0,Meal Plan 1,0,Room_Type 4,2,2018,8,15,Online,0,0,0,256.0,1,15.08.2018
2,0,1,2,Not Selected,0,Room_Type 1,2,2018,8,15,Online,0,0,0,169.33,0,15.08.2018
2,0,1,2,Meal Plan 2,0,Room_Type 1,3,2018,8,15,Online,0,0,0,228.33,1,15.08.2018
2,0,1,2,Meal Plan 1,0,Room_Type 4,6,2018,8,15,Online,0,0,0,180.67,1,15.08.2018
2,0,1,2,Meal Plan 1,0,Room_Type 1,7,2018,8,15,Online,0,0,0,165.67,2,15.08.2018
2,0,1,2,Meal Plan 1,1,Room_Type 1,9,2018,8,15,Online,0,0,0,159.0,2,15.08.2018
2,0,1,3,Meal Plan 1,0,Room_Type 1,12,2018,8,15,Online,0,0,0,141.0,2,15.08.2018
2,0,1,1,Meal Plan 1,0,Room_Type 1,14,2018,8,15,Online,0,0,0,151.0,1,15.08.2018
2,0,1,1,Meal Plan 1,0,Room_Type 4,14,2018,8,15,Online,0,0,0,166.0,1,15.08.2018
3,0,1,2,Meal Plan 1,0,Room_Type 4,18,2018,8,15,Online,0,0,0,191.0,0,15.08.2018
2,0,1,2,Meal Plan 1,0,Room_Type 1,21,2018,8,15,Online,0,0,0,151.0,0,15.08.2018
2,0,1,2,Meal Plan 1,0,Room_Type 1,21,2018,8,15,Online,0,0,0,151.0,0,15.08.2018
2,0,1,2,Meal Plan 1,0,Room_Type 1,21,2018,8,15,Online,0,0,0,151.0,0,15.08.2018
2,0,1,0,Meal Plan 1,0,Room_Type 1,24,2018,8,15,Complementary,0,0,0,0.0,0,15.08.2018
3,0,1,2,Meal Plan 1,0,Room_Type 4,25,2018,8,15,Online,0,0,0,187.0,1,15.08.2018
2,0,1,1,Meal Plan 1,0,Room_Type 1,25,2018,8,15,Offline,0,0,0,76.5,0,15.08.2018
2,0,1,2,Meal Plan 1,0,Room_Type 1,26,2018,8,15,Offline,0,0,0,85.0,0,15.08.2018
2,0,1,2,Not Selected,0,Room_Type 1,29,2018,8,15,Online,0,0,0,129.73,1,15.08.2018
2,0,2,5,Not Selected,0,Room_Type 1,30,2018,8,15,Online,0,0,0,125.1,1,15.08.2018
2,0,1,2,Meal Plan 1,0,Room_Type 1,31,2018,8,15,Online,0,0,0,113.64,1,15.08.2018
2,1,1,2,Meal Plan 2,0,Room_Type 1,33,2018,8,15,Online,0,0,0,127.05,0,15.08.2018
2,1,1,3,Meal Plan 2,0,Room_Type 1,34,2018,8,15,Online,0,0,0,194.85,0,15.08.2018
2,0,1,2,Not Selected,0,Room_Type 1,34,2018,8,15,Online,0,0,0,134.1,1,15.08.2018
2,0,1,1,Meal Plan 1,0,Room_Type 1,35,2018,8,15,Online,0,0,0,135.9,1,15.08.2018
2,0,1,3,Meal Plan 1,0,Room_Type 1,35,2018,8,15,Online,0,0,0,135.9,1,15.08.2018
3,0,1,5,Meal Plan 1,1,Room_Type 4,38,2018,8,15,Online,0,0,0,177.3,2,15.08.2018
2,0,1,0,Meal Plan 1,0,Room_Type 1,38,2018,8,15,Online,0,0,0,135.9,0,15.08.2018
2,1,1,1,Meal Plan 1,0,Room_Type 1,39,2018,8,15,Online,0,0,0,152.1,3,15.08.2018
2,1,1,2,Not Selected,0,Room_Type 1,41,2018,8,15,Online,0,0,0,104.99,1,15.08.2018
2,0,1,2,Meal Plan 1,0,Room_Type 1,41,2018,8,15,Offline,0,0,0,76.5,0,15.08.2018
1,0,1,1,Meal Plan 1,0,Room_Type 1,42,2018,8,15,Offline,0,0,0,72.0,0,15.08.2018
1,0,1,1,Meal Plan 1,0,Room_Type 1,42,2018,8,15,Offline,0,0,0,72.0,0,15.08.2018
2,0,1,1,Meal Plan 1,0,Room_Type 1,42,2018,8,15,Offline,0,0,0,76.5,0,15.08.2018
2,1,1,2,Meal Plan 2,1,Room_Type 1,43,2018,8,15,Online,0,0,0,203.85,1,15.08.2018
3,0,1,4,Meal Plan 1,0,Room_Type 4,48,2018,8,15,Online,0,0,0,168.3,3,15.08.2018
2,1,1,2,Meal Plan 1,0,Room_Type 1,49,2018,8,15,Online,0,0,0,152.1,0,15.08.2018
2,0,1,2,Meal Plan 1,0,Room_Type 1,56,2018,8,15,Offline,0,0,0,72.25,0,15.08.2018
2,1,1,3,Meal Plan 1,0,Room_Type 1,57,2018,8,15,Online,0,0,0,152.1,0,15.08.2018
2,0,1,2,Not Selected,0,Room_Type 1,63,2018,8,15,Offline,0,0,0,63.75,0,15.08.2018
2,0,1,5,Meal Plan 1,0,Room_Type 1,69,2018,8,15,Online,0,0,0,135.9,1,15.08.2018
2,2,1,1,Meal Plan 1,0,Room_Type 6,76,2018,8,15,Online,0,0,0,207.9,1,15.08.2018
2,0,1,3,Meal Plan 1,0,Room_Type 4,84,2018,8,15,Online,0,0,0,131.4,0,15.08.2018
2,0,1,0,Meal Plan 1,0,Room_Type 1,84,2018,8,15,Online,0,0,0,117.9,1,15.08.2018
2,1,1,0,Meal Plan 2,0,Room_Type 1,87,2018,8,15,Online,0,0,0,176.85,0,15.08.2018
3,0,1,1,Meal Plan 1,0,Room_Type 4,89,2018,8,15,Online,0,0,0,150.3,1,15.08.2018
2,0,1,3,Meal Plan 1,0,Room_Type 1,110,2018,8,15,Online,0,0,0,117.9,0,15.08.2018
2,1,1,2,Meal Plan 1,1,Room_Type 1,118,2018,8,15,Online,0,0,0,139.5,1,15.08.2018
2,0,1,3,Meal Plan 1,0,Room_Type 4,120,2018,8,15,Online,0,0,0,125.55,0,15.08.2018
2,0,1,3,Meal Plan 1,0,Room_Type 4,121,2018,8,15,Online,0,0,0,125.55,1,15.08.2018
2,0,1,4,Meal Plan 1,0,Room_Type 4,126,2018,8,15,Online,0,0,0,126.0,0,15.08.2018
2,0,1,2,Meal Plan 1,0,Room_Type 1,129,2018,8,15,Online,0,0,0,114.3,1,15.08.2018
2,0,1,2,Meal Plan 1,0,Room_Type 4,133,2018,8,15,Online,0,0,0,113.6,0,15.08.2018
2,0,1,2,Meal Plan 1,0,Room_Type 1,133,2018,8,15,Offline,0,0,0,86.36,0,15.08.2018
2,0,1,5,Meal Plan 1,0,Room_Type 4,141,2018,8,15,Online,0,0,0,124.8,0,15.08.2018
2,0,1,2,Not Selected,0,Room_Type 1,144,2018,8,15,Online,0,0,0,103.5,0,15.08.2018
2,0,1,2,Meal Plan 1,1,Room_Type 2,145,2018,8,15,Online,0,0,0,115.32,0,15.08.2018
0,2,1,2,Meal Plan 1,0,Room_Type 2,145,2018,8,15,Online,0,0,0,106.32,0,15.08.2018
2,2,1,3,Meal Plan 1,1,Room_Type 6,148,2018,8,15,Online,0,0,0,182.83,1,15.08.2018
3,0,1,3,Meal Plan 1,0,Room_Type 4,148,2018,8,15,Online,0,0,0,136.43,1,15.08.2018
3,0,1,2,Meal Plan 1,0,Room_Type 4,158,2018,8,15,Offline,0,0,0,107.1,0,15.08.2018
1,0,1,3,Meal Plan 1,0,Room_Type 1,162,2018,8,15,Online,0,0,0,105.83,1,15.08.2018
2,0,1,3,Meal Plan 1,0,Room_Type 1,162,2018,8,15,Online,0,0,0,105.83,1,15.08.2018
2,0,2,5,Meal Plan 1,0,Room_Type 1,163,2018,8,15,Offline,0,0,0,72.25,1,15.08.2018
2,0,1,3,Meal Plan 1,0,Room_Type 1,170,2018,8,15,Online,0,0,0,99.45,1,15.08.2018
2,0,1,5,Not Selected,0,Room_Type 1,172,2018,8,15,Online,0,0,0,90.67,0,15.08.2018
2,1,1,1,Meal Plan 1,0,Room_Type 1,173,2018,8,15,Online,0,0,0,121.5,0,15.08.2018
3,0,1,3,Meal Plan 1,0,Room_Type 4,175,2018,8,15,Online,0,0,0,130.05,0,15.08.2018
2,0,1,3,Meal Plan 1,0,Room_Type 1,178,2018,8,15,Online,0,0,0,99.45,2,15.08.2018
3,0,1,5,Meal Plan 2,0,Room_Type 4,179,2018,8,15,Online,0,0,0,179.92,0,15.08.2018
2,1,2,5,Meal Plan 1,0,Room_Type 4,180,2018,8,15,Online,0,0,0,82.08,2,15.08.2018
2,0,1,3,Meal Plan 1,0,Room_Type 4,182,2018,8,15,Online,0,0,0,112.2,1,15.08.2018
3,0,1,4,Meal Plan 1,0,Room_Type 4,186,2018,8,15,Online,0,0,0,130.05,1,15.08.2018
2,0,1,4,Meal Plan 2,1,Room_Type 1,189,2018,8,15,Online,0,0,0,106.75,1,15.08.2018
2,0,1,4,Meal Plan 2,0,Room_Type 1,189,2018,8,15,Offline,0,0,0,97.75,1,15.08.2018
2,1,1,2,Meal Plan 1,0,Room_Type 1,202,2018,8,15,Online,0,0,0,115.5,2,15.08.2018
2,0,5,10,Meal Plan 1,0,Room_Type 1,204,2018,8,15,Online,0,0,0,93.22,2,15.08.2018
3,0,5,10,Meal Plan 1,0,Room_Type 4,204,2018,8,15,Online,0,0,0,123.82,3,15.08.2018
